track,track_stem,label,preset_folder,preset_short_label,duration_sec,sample_rate_hz,peak_dbfs,rms_dbfs,crest_factor_db,spectral_mae_db,spectral_rmse_db,spectral_bias_db,spectral_corr,mae_20_200_db,mae_200_2000_db,mae_2000_8000_db,mae_8000_20000_db
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,WAV source,source_wav,WAV,118.56,44100,-0.0980985015630722,-10.095022201538086,9.996923446655273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,MP3 128 kbps CBR,mp3_128,128 CBR,118.56,44100,1.233872652053833,-10.520171165466309,11.754043579101562,9.075736045837402,18.29878616333008,-8.993677139282227,0.8809527188455454,0.5460513830184937,0.4324339032173157,0.2848797738552093,11.68203830718994
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,MP3 192 kbps CBR,mp3_192,192 CBR,118.56,44100,0.7672960162162781,-10.353609085083008,11.120904922485352,4.990472316741943,12.576371192932127,-4.986685752868652,0.9119762813638188,0.2703245282173157,0.2611779272556305,0.2344067990779876,4.2317609786987305
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,MP3 320 kbps CBR,mp3_320,320 CBR,118.56,44100,0.5072811245918274,-10.094003677368164,10.601284980773926,2.444957971572876,8.277334213256836,-2.418598890304565,0.9357723213755158,0.0073617487214505,0.0025761998258531,0.008665076456964,0.0501067973673343
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,MP3 VBR q0,mp3_v0,V0,118.56,44100,0.8829598426818848,-10.093622207641602,10.976581573486328,0.4817368686199188,1.521788239479065,-0.4090684950351715,0.9966368484036164,0.0156952906399965,0.0047729057259857,0.016420729458332,0.1320754438638687
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,MP3 VBR q2,mp3_v2,V2,118.56,44100,1.2646315097808838,-10.093728065490723,11.358359336853027,4.9574713706970215,12.610878944396973,-4.84788990020752,0.9126316102115506,0.0602042265236377,0.0116773704066872,0.036937728524208,4.310089111328125
SOAD/Toxicity/05 System Of A Down - X.wav,SOAD__Toxicity__05_System_Of_A_Down_-_X,MP3 VBR q5,mp3_v5,V5,118.56,44100,1.9773310422897339,-10.076406478881836,12.05373764038086,9.349360466003418,18.39594841003418,-8.790191650390625,0.881106799663045,0.2702704668045044,0.0430776737630367,0.2465656697750091,12.264567375183104
