track,track_stem,label,preset_folder,preset_short_label,duration_sec,sample_rate_hz,peak_dbfs,rms_dbfs,crest_factor_db,spectral_mae_db,spectral_rmse_db,spectral_bias_db,spectral_corr,mae_20_200_db,mae_200_2000_db,mae_2000_8000_db,mae_8000_20000_db
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,WAV source,source_wav,WAV,200.2,44100,-0.011140177957713604,-11.295589447021484,11.284449577331543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,MP3 128 kbps CBR,mp3_128,128 CBR,200.2,44100,1.4637811183929443,-11.714095115661621,13.177876472473145,9.055243492126465,17.882488250732422,-8.928627967834473,0.8939978540154024,0.4481736421585083,0.4273692071437835,0.2183629274368286,11.409696578979492
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,MP3 192 kbps CBR,mp3_192,192 CBR,200.2,44100,0.8037068843841553,-11.552658081054688,12.356365203857422,5.150077819824219,12.691779136657717,-5.13148307800293,0.9081712687133298,0.2653834521770477,0.2628196775913238,0.2102227061986923,4.263577938079834
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,MP3 320 kbps CBR,mp3_320,320 CBR,200.2,44100,0.5030529499053955,-11.294225692749023,11.79727840423584,2.621180772781372,8.683000564575195,-2.553868293762207,0.9234387722679888,0.0009814992081373,0.0027001432608813,0.0099063413217663,0.0765523761510849
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,MP3 VBR q0,mp3_v0,V0,200.2,44100,0.7906547784805298,-11.292827606201172,12.08348274230957,0.4991572797298431,1.501782774925232,-0.393637865781784,0.9958453394565208,0.0013726177858188,0.0045676543377339,0.0167622957378625,0.1751032024621963
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,MP3 VBR q2,mp3_v2,V2,200.2,44100,1.2551960945129395,-11.29306697845459,12.548263549804688,5.129797458648682,12.707185745239258,-5.015737533569336,0.909369022051482,0.0022062975913286,0.0137549191713333,0.0406317897140979,4.352900981903076
Motion City Soundtrack/I am the movie/05 Motion City Soundtrack - My Favorite Accident.wav,Motion_City_Soundtrack__I_am_the_movie__05_Motion_City_Soundtrack_-_My_Favorite_Accident,MP3 VBR q5,mp3_v5,V5,200.2,44100,1.7985374927520752,-11.276632308959961,13.075169563293457,9.380377769470217,18.04428672790528,-8.838669776916504,0.895310899046954,0.005210539791733,0.0430591143667697,0.2402437031269073,12.061205863952637
