preset_label,file_count,mean_wav_size_mb,mean_encoded_size_mb,mean_size_ratio_encoded_to_wav,mean_percent_reduction_from_wav
128 CBR,89,39.99620257602649,3.6288089216425177,0.09073397487591664,90.92660251240834
192 CBR,89,39.99620257602649,5.441403463985143,0.1360531436189312,86.39468563810688
320 CBR,89,39.99620257602649,9.071961499332042,0.2268331132204297,77.31668867795702
V0,89,39.99620257602649,7.3375833382767235,0.19114001327620472,80.88599867237951
V2,89,39.99620257602649,5.163468875242083,0.13626379314070095,86.37362068592991
V5,89,39.99620257602649,3.434544423992714,0.09071949670120416,90.92805032987964
