track,track_stem,label,preset_folder,preset_short_label,duration_sec,sample_rate_hz,peak_dbfs,rms_dbfs,crest_factor_db,spectral_mae_db,spectral_rmse_db,spectral_bias_db,spectral_corr,mae_20_200_db,mae_200_2000_db,mae_2000_8000_db,mae_8000_20000_db
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),WAV source,source_wav,WAV,215.3333333333333,44100,-0.009017137810587883,-10.73942756652832,10.7304105758667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),MP3 128 kbps CBR,mp3_128,128 CBR,215.3333333333333,44100,1.8316404819488525,-11.14609146118164,12.977731704711914,8.029236793518066,15.85190200805664,-7.957313537597656,0.933559884485755,0.4341870546340942,0.4257079660892486,0.2556247413158417,10.34664821624756
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),MP3 192 kbps CBR,mp3_192,192 CBR,215.3333333333333,44100,1.5551048517227173,-10.994230270385742,12.549335479736328,4.532520294189453,10.731839179992676,-4.524280071258545,0.951945312348614,0.2556992173194885,0.262275367975235,0.2286960929632187,3.961076021194458
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),MP3 320 kbps CBR,mp3_320,320 CBR,215.3333333333333,44100,0.7865387201309204,-10.738317489624023,11.524856567382812,2.243205547332764,7.321983337402344,-2.212719917297364,0.9552193756418434,0.0014913221821188,0.0027927923947572,0.0072176503017544,0.1231666281819343
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),MP3 VBR q0,mp3_v0,V0,215.3333333333333,44100,0.8794796466827393,-10.737303733825684,11.616783142089844,0.6045704483985901,1.461892008781433,-0.5560332536697388,0.9979657454874192,0.0028208564035594,0.0046052648685872,0.0121150128543376,0.5127738118171692
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),MP3 VBR q2,mp3_v2,V2,215.3333333333333,44100,1.5153734683990479,-10.737200736999512,12.25257396697998,4.4868574142456055,10.711968421936035,-4.403912544250488,0.9534397945266828,0.0116553585976362,0.012437455356121,0.0393736362457275,4.013075828552246
Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,Deftones__around_the_fur__01_Deftones_-_My_Own_Summer_(Shove_It),MP3 VBR q5,mp3_v5,V5,215.3333333333333,44100,2.490950584411621,-10.71219253540039,13.203143119812012,8.243999481201172,15.935442924499512,-7.741334438323975,0.934031076171556,0.0429411493241786,0.0568425990641117,0.2583514153957367,10.80099868774414
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,WAV source,source_wav,WAV,251.22666666666663,44100,-0.009017137810587883,-11.154727935791016,11.145710945129395,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,MP3 128 kbps CBR,mp3_128,128 CBR,251.22666666666663,44100,1.5889604091644287,-11.565229415893555,13.154190063476562,8.6004056930542,17.267488479614258,-8.466178894042969,0.8911360840933307,0.4353364408016205,0.4360306859016418,0.2425163239240646,11.297126770019531
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,MP3 192 kbps CBR,mp3_192,192 CBR,251.22666666666663,44100,0.9714949131011963,-11.41013240814209,12.381627082824707,4.634299278259277,11.588979721069336,-4.625339031219482,0.9257784510257532,0.2640974521636963,0.2605438828468323,0.22781303524971,4.043575286865234
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,MP3 320 kbps CBR,mp3_320,320 CBR,251.22666666666663,44100,0.6526101231575012,-11.15339183807373,11.806001663208008,2.232295274734497,7.525931358337402,-2.201934814453125,0.9475343816907325,0.0008753607980906,0.0020850175060331,0.0068185334093868,0.0728772357106208
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,MP3 VBR q0,mp3_v0,V0,251.22666666666663,44100,0.788698673248291,-11.151649475097656,11.940347671508789,0.559097409248352,1.473462462425232,-0.5225521326065063,0.9974507418005464,0.0011396969202905,0.0042117796838283,0.0126516195014119,0.3720468878746032
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,MP3 VBR q2,mp3_v2,V2,251.22666666666663,44100,1.1802585124969482,-11.154952049255371,12.335210800170898,4.614619731903076,11.5975341796875,-4.521575927734375,0.9270676449110884,0.0029223947785794,0.0103786373510956,0.0344167351722717,4.145979881286621
Deftones/around the fur/02 Deftones - Lhabia.wav,Deftones__around_the_fur__02_Deftones_-_Lhabia,MP3 VBR q5,mp3_v5,V5,251.22666666666663,44100,1.9809867143630981,-11.126856803894043,13.107843399047852,9.023569107055664,17.505767822265625,-8.437220573425293,0.8921136798117791,0.0114725334569811,0.0463406555354595,0.2479027956724167,12.137283325195312
Deftones/around the fur/03 Deftones - Mascara.wav,Deftones__around_the_fur__03_Deftones_-_Mascara,WAV source,source_wav,WAV,218.42392290249435,44100,-0.00928248930722475,-14.338685989379883,14.3294038772583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Deftones/around the fur/03 Deftones - Mascara.wav,Deftones__around_the_fur__03_Deftones_-_Mascara,MP3 128 kbps CBR,mp3_128,128 CBR,218.42392290249435,44100,0.7687793970108032,-14.760647773742676,15.529427528381348,7.760693073272705,15.968396186828612,-7.695132255554199,0.8873828467012183,0.4377113878726959,0.4258823990821838,0.2648392617702484,10.43880844116211
Deftones/around the fur/03 Deftones - Mascara.wav,Deftones__around_the_fur__03_Deftones_-_Mascara,MP3 192 kbps CBR,mp3_192,192 CBR,218.42392290249435,44100,0.6371362209320068,-14.502839088439941,15.139975547790527,4.048978328704834,10.33241844177246,-4.041635513305664,0.932970987950644,0.256860613822937,0.2607180476188659,0.2248320281505584,3.6643223762512207
Deftones/around the fur/03 Deftones - Mascara.wav,Deftones__around_the_fur__03_Deftones_-_Mascara,MP3 320 kbps CBR,mp3_320,320 CBR,218.42392290249435,44100,0.5016300678253174,-14.337600708007812,14.83923053741455,1.8433585166931152,6.376166820526123,-1.819962978363037,0.9580376189225064,0.0013227462768554,0.0035612254869192,0.0093300137668848,0.0629446282982826
