track,track_stem,preset_short_label,label,spectral_mae_db,spectral_rmse_db,spectral_corr,mae_20_200_db,mae_200_2000_db,mae_2000_8000_db,mae_8000_20000_db,delta_peak_db,delta_rms_db,delta_crest_db
Deftones/around the fur/08 Deftones - Dai the Flu.wav,Deftones__around_the_fur__08_Deftones_-_Dai_the_Flu,320 CBR,MP3 320 kbps CBR,2.174520254135132,7.1001057624816895,0.957554738038148,0.0018255570903420448,0.002482157200574875,0.005591726861894131,0.12248371541500092,0.3649450999999999,0.0003570000000010509,0.36458800000000124
Deftones/around the fur/08 Deftones - Dai the Flu.wav,Deftones__around_the_fur__08_Deftones_-_Dai_the_Flu,V0,MP3 VBR q0,0.5915041565895081,1.4665731191635132,0.997683652802385,0.004535787273198366,0.0039425925351679325,0.010172579437494278,0.5451581478118896,0.39145470000000016,0.00020500000000112095,0.3912490000000002
Deftones/around the fur/08 Deftones - Dai the Flu.wav,Deftones__around_the_fur__08_Deftones_-_Dai_the_Flu,V2,MP3 VBR q2,4.357573986053467,10.668654441833496,0.9480234951178964,0.011528575792908669,0.011331443674862385,0.034249451011419296,3.886261463165283,0.6540764000000001,-0.0023249999999990223,0.6564010000000007
Deftones/around the fur/08 Deftones - Dai the Flu.wav,Deftones__around_the_fur__08_Deftones_-_Dai_the_Flu,V5,MP3 VBR q5,8.300786018371582,16.024553298950195,0.9233911768549726,0.0801529586315155,0.050455834716558456,0.25867387652397156,11.013742446899414,1.6935997,0.02165300000000059,1.6719460000000002
Deftones/around the fur/09 Deftones - Headup.wav,Deftones__around_the_fur__09_Deftones_-_Headup,128 CBR,MP3 128 kbps CBR,6.929874420166016,13.677947998046875,0.9380218347207508,0.4427502453327179,0.4324694275856018,0.2330494374036789,9.217679023742676,0.7815834000000002,-0.423038,1.2046229999999998
Deftones/around the fur/09 Deftones - Headup.wav,Deftones__around_the_fur__09_Deftones_-_Headup,192 CBR,MP3 192 kbps CBR,3.8678462505340576,9.02033519744873,0.9609230536463197,0.2559932768344879,0.262716680765152,0.2215404212474823,3.6239216327667236,0.6207254,-0.26083299999999987,0.8815589999999993
Deftones/around the fur/09 Deftones - Headup.wav,Deftones__around_the_fur__09_Deftones_-_Headup,320 CBR,MP3 320 kbps CBR,1.8403743505477905,5.904901504516602,0.9699839612471018,0.0017617169069126248,0.002152505796402693,0.0069770198315382,0.19533824920654297,0.25527120000000014,-6.500000000109196e-05,0.2553359999999998
Deftones/around the fur/09 Deftones - Headup.wav,Deftones__around_the_fur__09_Deftones_-_Headup,V0,MP3 VBR q0,0.6786021590232849,1.5787262916564941,0.9979869085450387,0.00488746864721179,0.0039016813971102238,0.012120576575398445,0.6521938443183899,0.39337160000000004,0.0006849999999989365,0.3926859999999994
Deftones/around the fur/09 Deftones - Headup.wav,Deftones__around_the_fur__09_Deftones_-_Headup,V2,MP3 VBR q2,3.866345167160034,9.01517391204834,0.962376522364826,0.013623069040477276,0.011848289519548416,0.04056039825081825,3.7531886100769043,1.0556064000000003,-0.0031130000000008096,1.058719
Deftones/around the fur/09 Deftones - Headup.wav,Deftones__around_the_fur__09_Deftones_-_Headup,V5,MP3 VBR q5,7.211370468139648,13.829971313476562,0.9378070256755343,0.05109933018684387,0.05016564577817917,0.23641781508922577,9.796686172485352,1.4555249000000003,0.00879299999999894,1.446733
