track_slug,track_file,comparison_label,comparison_file,duration_sec_analyzed,sample_rate_hz,stft_mae_db,stft_rmse_db,stft_bias_db,stft_abs_p95_db,stft_mae_20_200_db,stft_mae_200_2000_db,stft_mae_2000_8000_db,stft_mae_8000_20000_db,comparison_group
my_own_summer_shove_it,Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,128 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_128/Deftones/around the fur/01 Deftones - My Own Summer (Shove It).mp3,215.33333333333331,44100,18.213117599487305,30.89788055419922,-16.3712100982666,69.31718444824219,0.6892406344413757,1.076061487197876,2.711620330810547,23.59519386291504,main_encode
my_own_summer_shove_it,Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,192 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_192/Deftones/around the fur/01 Deftones - My Own Summer (Shove It).mp3,215.33333333333331,44100,14.333520889282228,26.958703994750977,-12.98927879333496,64.3302001953125,0.3705815374851227,0.5825179815292358,1.4335542917251587,17.199785232543945,main_encode
my_own_summer_shove_it,Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,320 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_320/Deftones/around the fur/01 Deftones - My Own Summer (Shove It).mp3,215.33333333333331,44100,7.423111438751221,17.587677001953125,-6.486391067504883,50.1295166015625,0.073013424873352,0.1884803026914596,0.4967458546161651,5.606993675231934,main_encode
my_own_summer_shove_it,Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,V0,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_v0/Deftones/around the fur/01 Deftones - My Own Summer (Shove It).mp3,215.33333333333331,44100,7.607728958129883,17.254045486450195,-6.448145866394043,48.643951416015625,0.1165011599659919,0.2832808494567871,0.7626416683197021,7.429514408111572,main_encode
my_own_summer_shove_it,Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,V2,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_v2/Deftones/around the fur/01 Deftones - My Own Summer (Shove It).mp3,215.33333333333331,44100,13.82351016998291,26.289093017578125,-12.341842651367188,63.61201477050781,0.2441865503787994,0.6846177577972412,1.722333908081055,16.145767211914062,main_encode
my_own_summer_shove_it,Deftones/around the fur/01 Deftones - My Own Summer (Shove It).wav,V5,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_v5/Deftones/around the fur/01 Deftones - My Own Summer (Shove It).mp3,215.33333333333331,44100,18.10823631286621,31.04844856262207,-15.943755149841309,69.46719360351562,0.6608505249023438,1.2074882984161377,3.0346343517303467,23.28542900085449,main_encode
how_i_could_just_kill_a_man,Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.wav,128 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_128/Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.mp3,244.69333333333333,44100,18.432666778564453,32.606842041015625,-16.878192901611328,72.7988510131836,0.5765712857246399,0.9337884187698364,1.875367522239685,22.60044860839844,main_encode
how_i_could_just_kill_a_man,Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.wav,192 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_192/Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.mp3,244.69333333333333,44100,11.81116008758545,24.99751663208008,-10.65628147125244,65.0966796875,0.3236783146858215,0.4898858964443207,0.9110543727874756,11.000199317932127,main_encode
how_i_could_just_kill_a_man,Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.wav,320 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_320/Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.mp3,244.69333333333333,44100,5.83781623840332,17.05679702758789,-5.011960029602051,54.06000518798828,0.0510592199862003,0.1391818523406982,0.2975814044475555,1.5285698175430298,main_encode
how_i_could_just_kill_a_man,Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.wav,V0,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_v0/Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.mp3,244.69333333333333,44100,5.172354698181152,13.438919067382812,-3.753926992416382,35.342098236083984,0.0932052358984947,0.2493921369314193,0.6466386914253235,4.017334461212158,main_encode
how_i_could_just_kill_a_man,Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.wav,V2,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_v2/Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.mp3,244.69333333333333,44100,14.438727378845217,27.888978958129883,-12.92184829711914,67.67628479003906,0.2075701206922531,0.5297225713729858,1.5209041833877563,15.568321228027344,main_encode
how_i_could_just_kill_a_man,Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.wav,V5,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_v5/Rage Against the Machine/Renegades/08 Rage Against the Machine - How I Could Just Kill a Man.mp3,244.69333333333333,44100,19.936498641967773,33.663047790527344,-17.69417381286621,73.45089721679688,0.4597073495388031,1.0708223581314087,3.005586862564087,24.862457275390625,main_encode
sugar,SOAD/System of a Down/03 System of a Down - Sugar.wav,128 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_128/SOAD/System of a Down/03 System of a Down - Sugar.mp3,153.8,44100,18.532737731933597,32.09493637084961,-16.780582427978516,70.57532501220703,0.5257736444473267,0.940418779850006,2.1529974937438965,23.12850952148437,main_encode
sugar,SOAD/System of a Down/03 System of a Down - Sugar.wav,192 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_192/SOAD/System of a Down/03 System of a Down - Sugar.mp3,153.8,44100,12.778623580932615,25.563669204711918,-11.523344993591309,64.06135559082031,0.2988508343696594,0.4990614056587219,1.083337426185608,13.17557144165039,main_encode
sugar,SOAD/System of a Down/03 System of a Down - Sugar.wav,320 CBR,/Users/jackporter/Desktop/fft-audio-proj-1/output/encoded/mp3_320/SOAD/System of a Down/03 System of a Down - Sugar.mp3,153.8,44100,6.293436527252197,16.830942153930664,-5.196803569793701,52.194580078125,0.0502000115811824,0.1676912456750869,0.4338681399822235,2.5539371967315674,main_encode
