comparison_label,n_rows,mean_stft_mae_db,mean_stft_rmse_db,mean_stft_bias_db,mean_stft_abs_p95_db,mean_band_20_200_db,mean_band_200_2000_db,mean_band_2000_8000_db,mean_band_8000_20000_db
Prison_Song__wav_u8_mono_4000,1,94.35639190673828,100.5464859008789,-94.17830657958984,128.22323608398438,3.8855559825897217,4.376627445220947,99.41626739501952,107.26964569091795
Prison_Song__mp3_16_mono_8000,1,78.12635803222656,87.38521575927734,-77.81513977050781,119.1473388671875,3.769995450973511,4.243448257446289,58.718875885009766,99.11746215820312
Prison_Song__wav_lowpass3500_u8_mono_8000,1,77.7784423828125,87.24946594238281,-77.49286651611328,119.5321807861328,3.812528133392334,3.737715482711792,57.62411117553711,99.10175323486328
Prison_Song__wav_u8_mono_8000,1,77.00434875488281,86.63682556152344,-76.70204162597656,118.78337097167967,3.794480562210083,3.62814211845398,56.27181243896485,98.46011352539062
Prison_Song__mp3_32_mono_22050,1,57.01389694213867,71.62007141113281,-56.556270599365234,119.195556640625,3.691684007644653,3.890496492385864,7.213868141174316,89.15100860595703
Prison_Song__mp3_128,1,18.839094161987305,33.062015533447266,-17.06678581237793,74.51324462890625,0.7230953574180603,0.993939995765686,2.407325506210327,23.51727104187012
