track_slug,n_rows,mean_stft_mae_db,mean_stft_rmse_db,mean_stft_bias_db,mean_stft_abs_p95_db,mean_band_20_200_db,mean_band_200_2000_db,mean_band_2000_8000_db,mean_band_8000_20000_db
my_own_summer_shove_it,6,13.251537561416626,25.005974769592285,-11.763437271118164,60.91667683919271,0.3590623053411643,0.6704077795147896,1.6935884008804958,15.54378056526184
how_i_could_just_kill_a_man,6,12.604870637257894,24.942016919453938,-11.152730584144592,61.40413602193197,0.2852985877543688,0.5687988723317782,1.376188839475314,13.262888451417288
sugar,6,12.831199963887533,24.77796220779419,-11.2793337504069,60.68677202860514,0.2460109535604715,0.5829886173208555,1.5210300236940384,13.921653946240744
prison_song,6,12.76538642247518,25.171947797139484,-11.285758972167969,62.69240951538086,0.38097257415453595,0.609700135886669,1.5938769429922104,13.739498774210611
